transaction_id,investor_id,transaction_date,transaction_type,amount_inr,state,city,city_tier,age_group,gender,kyc_status,scheme_name,fund_house,category
16385,INV000069,2024-09-14 00:00:00.000000,Redemption,26737.0,Gujarat,Ahmedabad,T30,56+,Female,Verified,Kotak Bluechip Fund - Regular - Growth,Kotak Mahindra MF,Equity
16386,INV000070,2024-09-14 00:00:00.000000,SIP,821.0,West Bengal,Kolkata,T30,56+,Female,Verified,Kotak Emerging Equity Fund - Regular - Growth,Kotak Mahindra MF,Equity
16387,INV000119,2024-09-14 00:00:00.000000,SIP,29496.0,Rajasthan,Jaipur,T30,26-35,Female,Verified,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
16388,INV000212,2024-09-14 00:00:00.000000,Lumpsum,360041.0,Rajasthan,Udaipur,B30,36-45,Male,Verified,ICICI Pru Value Discovery Fund - Regular - Growth,ICICI Prudential MF,Equity
16389,INV000292,2024-09-14 00:00:00.000000,SIP,923.0,Uttar Pradesh,Lucknow,T30,18-25,Male,Verified,UTI Flexi Cap Fund - Regular - Growth,UTI Mutual Fund,Equity
16390,INV000325,2024-09-14 00:00:00.000000,Redemption,29121.0,Haryana,Faridabad,B30,26-35,Male,Verified,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
16391,INV000334,2024-09-14 00:00:00.000000,SIP,25479.0,Uttar Pradesh,Lucknow,T30,56+,Male,Pending,Axis Small Cap Fund - Regular - Growth,Axis Mutual Fund,Equity
16392,INV000387,2024-09-14 00:00:00.000000,Lumpsum,193877.0,Gujarat,Surat,T30,36-45,Male,Verified,Nippon India ETF Nifty 50 BeES,Nippon India MF,Equity
16393,INV000412,2024-09-14 00:00:00.000000,SIP,14467.0,Rajasthan,Udaipur,B30,18-25,Male,Verified,Nippon India Gilt Securities Fund - Regular - Growth,Nippon India MF,Debt
16394,INV000426,2024-09-14 00:00:00.000000,SIP,17685.0,West Bengal,Kolkata,T30,18-25,Male,Verified,UTI Flexi Cap Fund - Regular - Growth,UTI Mutual Fund,Equity
16395,INV000460,2024-09-14 00:00:00.000000,Lumpsum,20543.0,Delhi,Noida,T30,36-45,Male,Verified,UTI Nifty 50 Index Fund - Regular - Growth,UTI Mutual Fund,Equity
16396,INV000491,2024-09-14 00:00:00.000000,Lumpsum,332766.0,Madhya Pradesh,Indore,T30,56+,Male,Verified,Axis Midcap Fund - Regular - Growth,Axis Mutual Fund,Equity
16397,INV000504,2024-09-14 00:00:00.000000,SIP,2723.0,Karnataka,Mysore,B30,26-35,Male,Verified,Nippon India Large Cap Fund - Direct - Growth,Nippon India MF,Equity
16398,INV000646,2024-09-14 00:00:00.000000,Lumpsum,94923.0,Uttar Pradesh,Lucknow,T30,26-35,Female,Verified,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
16399,INV000662,2024-09-14 00:00:00.000000,SIP,2894.0,Gujarat,Surat,T30,36-45,Female,Pending,ICICI Pru Bluechip Fund - Regular - Growth,ICICI Prudential MF,Equity
16400,INV000728,2024-09-14 00:00:00.000000,SIP,2267.0,Telangana,Hyderabad,T30,26-35,Male,Verified,ICICI Pru Bluechip Fund - Direct - Growth,ICICI Prudential MF,Equity
16401,INV000729,2024-09-14 00:00:00.000000,SIP,15606.0,Telangana,Hyderabad,T30,36-45,Male,Verified,Mirae Asset Large Cap Fund - Regular - Growth,Mirae Asset MF,Equity
16402,INV000893,2024-09-14 00:00:00.000000,SIP,25278.0,Punjab,Chandigarh,T30,46-55,Male,Verified,Kotak Bluechip Fund - Regular - Growth,Kotak Mahindra MF,Equity
16403,INV000946,2024-09-14 00:00:00.000000,Lumpsum,214061.0,Karnataka,Bangalore,T30,46-55,Female,Verified,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
16404,INV000964,2024-09-14 00:00:00.000000,SIP,1835.0,Haryana,Faridabad,B30,26-35,Male,Verified,Kotak Emerging Equity Fund - Regular - Growth,Kotak Mahindra MF,Equity
16405,INV000999,2024-09-14 00:00:00.000000,Redemption,119446.0,Telangana,Hyderabad,T30,26-35,Male,Verified,UTI Mid Cap Fund - Regular - Growth,UTI Mutual Fund,Equity
16406,INV001118,2024-09-14 00:00:00.000000,Lumpsum,315033.0,Haryana,Gurugram,T30,18-25,Male,Verified,Axis Bluechip Fund - Direct - Growth,Axis Mutual Fund,Equity
16407,INV001356,2024-09-14 00:00:00.000000,Redemption,276333.0,Gujarat,Ahmedabad,T30,26-35,Male,Verified,Mirae Asset Emerging Bluechip Fund - Regular - Growth,Mirae Asset MF,Equity
16408,INV001372,2024-09-14 00:00:00.000000,SIP,13261.0,Haryana,Faridabad,B30,56+,Male,Verified,Nippon India Gilt Securities Fund - Regular - Growth,Nippon India MF,Debt
16409,INV001475,2024-09-14 00:00:00.000000,SIP,2853.0,Madhya Pradesh,Indore,T30,36-45,Male,Verified,ABSL Liquid Fund - Regular - Growth,Aditya Birla Sun Life MF,Debt
16410,INV001516,2024-09-14 00:00:00.000000,SIP,4757.0,Tamil Nadu,Coimbatore,B30,26-35,Male,Verified,ICICI Pru Midcap Fund - Regular - Growth,ICICI Prudential MF,Equity
16411,INV001576,2024-09-14 00:00:00.000000,SIP,17931.0,Delhi,Noida,T30,46-55,Female,Verified,SBI Small Cap Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
16412,INV001685,2024-09-14 00:00:00.000000,SIP,3087.0,Punjab,Amritsar,B30,26-35,Male,Verified,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund,Equity
16413,INV001870,2024-09-14 00:00:00.000000,SIP,1198.0,Madhya Pradesh,Indore,T30,26-35,Male,Verified,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,Equity
16414,INV001917,2024-09-14 00:00:00.000000,Lumpsum,316441.0,Telangana,Hyderabad,T30,26-35,Male,Verified,SBI Magnum Gilt Fund - Regular Plan - Growth,SBI Mutual Fund,Debt
16415,INV001971,2024-09-14 00:00:00.000000,SIP,2001.0,Gujarat,Ahmedabad,T30,26-35,Male,Verified,Axis Midcap Fund - Regular - Growth,Axis Mutual Fund,Equity
16416,INV001997,2024-09-14 00:00:00.000000,Lumpsum,46670.0,Delhi,New Delhi,T30,56+,Female,Verified,Axis Bluechip Fund - Regular - Growth,Axis Mutual Fund,Equity
16417,INV002070,2024-09-14 00:00:00.000000,SIP,22044.0,Telangana,Hyderabad,T30,36-45,Male,Verified,ICICI Pru Bluechip Fund - Direct - Growth,ICICI Prudential MF,Equity
16418,INV002093,2024-09-14 00:00:00.000000,SIP,1906.0,Punjab,Chandigarh,T30,26-35,Male,Pending,SBI Magnum Gilt Fund - Regular Plan - Growth,SBI Mutual Fund,Debt
16419,INV002107,2024-09-14 00:00:00.000000,Lumpsum,196362.0,Telangana,Hyderabad,T30,26-35,Male,Verified,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
16420,INV002141,2024-09-14 00:00:00.000000,SIP,3369.0,Delhi,New Delhi,T30,46-55,Male,Verified,Axis Small Cap Fund - Regular - Growth,Axis Mutual Fund,Equity
16421,INV002185,2024-09-14 00:00:00.000000,SIP,4478.0,Punjab,Chandigarh,T30,26-35,Male,Verified,Axis Bluechip Fund - Regular - Growth,Axis Mutual Fund,Equity
16422,INV002391,2024-09-14 00:00:00.000000,SIP,13879.0,Madhya Pradesh,Bhopal,B30,18-25,Female,Verified,Nippon India Large Cap Fund - Direct - Growth,Nippon India MF,Equity
16423,INV002459,2024-09-14 00:00:00.000000,SIP,971.0,Rajasthan,Udaipur,B30,18-25,Female,Verified,Kotak Flexicap Fund - Regular - Growth,Kotak Mahindra MF,Equity
16424,INV002476,2024-09-14 00:00:00.000000,Lumpsum,302667.0,Telangana,Hyderabad,T30,36-45,Female,Verified,UTI Mid Cap Fund - Regular - Growth,UTI Mutual Fund,Equity
16425,INV002476,2024-09-14 00:00:00.000000,Lumpsum,417583.0,Telangana,Hyderabad,T30,36-45,Female,Verified,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,Equity
16426,INV002503,2024-09-14 00:00:00.000000,SIP,28843.0,Gujarat,Ahmedabad,T30,26-35,Male,Verified,SBI Small Cap Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
16427,INV002556,2024-09-14 00:00:00.000000,Lumpsum,223907.0,Delhi,Noida,T30,26-35,Male,Verified,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
16428,INV002865,2024-09-14 00:00:00.000000,Lumpsum,355864.0,Maharashtra,Pune,T30,18-25,Male,Verified,HDFC Top 100 Fund - Direct Plan - Growth,HDFC Mutual Fund,Equity
16429,INV002877,2024-09-14 00:00:00.000000,SIP,2085.0,Rajasthan,Jaipur,T30,36-45,Male,Verified,Mirae Asset Emerging Bluechip Fund - Regular - Growth,Mirae Asset MF,Equity
16430,INV002969,2024-09-14 00:00:00.000000,SIP,1867.0,Karnataka,Bangalore,T30,26-35,Male,Verified,ICICI Pru Bluechip Fund - Direct - Growth,ICICI Prudential MF,Equity
16431,INV003415,2024-09-14 00:00:00.000000,SIP,17501.0,Gujarat,Surat,T30,46-55,Male,Verified,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund,Equity
16432,INV003435,2024-09-14 00:00:00.000000,SIP,10300.0,Maharashtra,Nashik,B30,26-35,Female,Verified,ICICI Pru Value Discovery Fund - Regular - Growth,ICICI Prudential MF,Equity
16433,INV003452,2024-09-14 00:00:00.000000,SIP,13438.0,Haryana,Faridabad,B30,18-25,Male,Verified,SBI Bluechip Fund - Direct Plan - Growth,SBI Mutual Fund,Equity
16434,INV003491,2024-09-14 00:00:00.000000,SIP,833.0,Delhi,Noida,T30,46-55,Male,Verified,Nippon India Small Cap Fund - Regular - Growth,Nippon India MF,Equity
16435,INV003535,2024-09-14 00:00:00.000000,Redemption,198228.0,Maharashtra,Nashik,B30,26-35,Male,Verified,Kotak Bluechip Fund - Regular - Growth,Kotak Mahindra MF,Equity
16436,INV003655,2024-09-14 00:00:00.000000,SIP,2725.0,Madhya Pradesh,Bhopal,B30,36-45,Female,Verified,ICICI Pru Liquid Fund - Regular - Growth,ICICI Prudential MF,Debt
16437,INV003666,2024-09-14 00:00:00.000000,SIP,41453.0,Gujarat,Surat,T30,18-25,Male,Verified,Axis Midcap Fund - Regular - Growth,Axis Mutual Fund,Equity
16438,INV003701,2024-09-14 00:00:00.000000,SIP,2851.0,Karnataka,Mysore,B30,18-25,Male,Verified,Kotak Bluechip Fund - Regular - Growth,Kotak Mahindra MF,Equity
16439,INV003735,2024-09-14 00:00:00.000000,SIP,6659.0,Gujarat,Ahmedabad,T30,36-45,Female,Verified,ABSL Liquid Fund - Regular - Growth,Aditya Birla Sun Life MF,Debt
16440,INV003886,2024-09-14 00:00:00.000000,SIP,1915.0,Punjab,Chandigarh,T30,26-35,Male,Verified,HDFC Top 100 Fund - Direct Plan - Growth,HDFC Mutual Fund,Equity
16441,INV003971,2024-09-14 00:00:00.000000,SIP,3497.0,Haryana,Gurugram,T30,26-35,Male,Verified,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
16442,INV004187,2024-09-14 00:00:00.000000,SIP,2973.0,Haryana,Gurugram,T30,18-25,Male,Verified,Axis Midcap Fund - Regular - Growth,Axis Mutual Fund,Equity
16443,INV004224,2024-09-14 00:00:00.000000,SIP,16177.0,Haryana,Faridabad,B30,56+,Male,Verified,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
16444,INV004260,2024-09-14 00:00:00.000000,SIP,1615.0,Tamil Nadu,Coimbatore,B30,26-35,Male,Verified,Kotak Liquid Fund - Regular - Growth,Kotak Mahindra MF,Debt
16445,INV004263,2024-09-14 00:00:00.000000,SIP,47572.0,Delhi,Gurugram,T30,26-35,Female,Verified,SBI Magnum Gilt Fund - Regular Plan - Growth,SBI Mutual Fund,Debt
16446,INV004319,2024-09-14 00:00:00.000000,Lumpsum,291961.0,Gujarat,Surat,T30,18-25,Male,Verified,ICICI Pru Liquid Fund - Regular - Growth,ICICI Prudential MF,Debt
16447,INV004326,2024-09-14 00:00:00.000000,SIP,4664.0,Delhi,Gurugram,T30,26-35,Male,Verified,Nippon India Gilt Securities Fund - Regular - Growth,Nippon India MF,Debt
16448,INV004392,2024-09-14 00:00:00.000000,SIP,503.0,West Bengal,Kolkata,T30,18-25,Male,Verified,SBI Small Cap Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
16449,INV004508,2024-09-14 00:00:00.000000,Lumpsum,364301.0,Punjab,Amritsar,B30,36-45,Female,Verified,Kotak Flexicap Fund - Regular - Growth,Kotak Mahindra MF,Equity
16450,INV004629,2024-09-14 00:00:00.000000,SIP,442.0,Karnataka,Bangalore,T30,18-25,Female,Verified,ICICI Pru Value Discovery Fund - Regular - Growth,ICICI Prudential MF,Equity
16451,INV004822,2024-09-14 00:00:00.000000,Lumpsum,43471.0,Rajasthan,Udaipur,B30,26-35,Male,Verified,Nippon India ETF Nifty 50 BeES,Nippon India MF,Equity
16452,INV004844,2024-09-14 00:00:00.000000,SIP,1775.0,Maharashtra,Pune,T30,26-35,Male,Verified,UTI Flexi Cap Fund - Regular - Growth,UTI Mutual Fund,Equity
16453,INV004907,2024-09-14 00:00:00.000000,SIP,5833.0,Gujarat,Ahmedabad,T30,26-35,Male,Verified,UTI Flexi Cap Fund - Regular - Growth,UTI Mutual Fund,Equity
16454,INV004945,2024-09-14 00:00:00.000000,SIP,28113.0,West Bengal,Kolkata,T30,36-45,Female,Verified,ICICI Pru Midcap Fund - Regular - Growth,ICICI Prudential MF,Equity
16455,INV004947,2024-09-14 00:00:00.000000,SIP,1719.0,Telangana,Hyderabad,T30,26-35,Female,Verified,Kotak Liquid Fund - Regular - Growth,Kotak Mahindra MF,Debt
16456,INV000138,2024-09-15 00:00:00.000000,Redemption,394509.0,Telangana,Hyderabad,T30,26-35,Male,Verified,SBI Bluechip Fund - Direct Plan - Growth,SBI Mutual Fund,Equity
16457,INV000317,2024-09-15 00:00:00.000000,SIP,49347.0,West Bengal,Kolkata,T30,36-45,Male,Verified,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
16458,INV000419,2024-09-15 00:00:00.000000,SIP,420.0,Haryana,Gurugram,T30,56+,Female,Verified,UTI Flexi Cap Fund - Regular - Growth,UTI Mutual Fund,Equity
16459,INV000483,2024-09-15 00:00:00.000000,SIP,20912.0,Haryana,Gurugram,T30,18-25,Male,Verified,Mirae Asset Tax Saver Fund - Regular - Growth,Mirae Asset MF,Equity
16460,INV000718,2024-09-15 00:00:00.000000,Lumpsum,227235.0,Delhi,Gurugram,T30,26-35,Male,Verified,SBI Bluechip Fund - Direct Plan - Growth,SBI Mutual Fund,Equity
16461,INV000734,2024-09-15 00:00:00.000000,SIP,1964.0,Maharashtra,Pune,T30,26-35,Female,Verified,UTI Nifty 50 Index Fund - Regular - Growth,UTI Mutual Fund,Equity
16462,INV000751,2024-09-15 00:00:00.000000,SIP,906.0,Uttar Pradesh,Kanpur,B30,36-45,Male,Verified,Nippon India Small Cap Fund - Regular - Growth,Nippon India MF,Equity
16463,INV000793,2024-09-15 00:00:00.000000,SIP,22755.0,West Bengal,Kolkata,T30,26-35,Female,Verified,Nippon India Small Cap Fund - Regular - Growth,Nippon India MF,Equity
16464,INV000853,2024-09-15 00:00:00.000000,SIP,2858.0,Punjab,Chandigarh,T30,26-35,Female,Verified,HDFC Mid-Cap Opportunities Fund - Direct - Growth,HDFC Mutual Fund,Equity
16465,INV000860,2024-09-15 00:00:00.000000,Lumpsum,138770.0,Madhya Pradesh,Bhopal,B30,36-45,Female,Verified,HDFC Top 100 Fund - Direct Plan - Growth,HDFC Mutual Fund,Equity
16466,INV001259,2024-09-15 00:00:00.000000,Lumpsum,23029.0,Telangana,Hyderabad,T30,26-35,Female,Verified,Axis Small Cap Fund - Regular - Growth,Axis Mutual Fund,Equity
16467,INV001275,2024-09-15 00:00:00.000000,Lumpsum,51729.0,Delhi,Noida,T30,36-45,Female,Verified,Axis Midcap Fund - Regular - Growth,Axis Mutual Fund,Equity
16468,INV001332,2024-09-15 00:00:00.000000,SIP,20253.0,Uttar Pradesh,Agra,B30,26-35,Female,Verified,UTI Mid Cap Fund - Regular - Growth,UTI Mutual Fund,Equity
16469,INV001348,2024-09-15 00:00:00.000000,Redemption,333160.0,Haryana,Gurugram,T30,26-35,Female,Verified,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
16470,INV001353,2024-09-15 00:00:00.000000,SIP,26905.0,Punjab,Amritsar,B30,26-35,Male,Verified,Axis Midcap Fund - Regular - Growth,Axis Mutual Fund,Equity
16471,INV001360,2024-09-15 00:00:00.000000,SIP,8637.0,Telangana,Hyderabad,T30,36-45,Female,Pending,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund,Equity
16472,INV001374,2024-09-15 00:00:00.000000,Lumpsum,405639.0,Madhya Pradesh,Indore,T30,36-45,Male,Verified,ABSL Liquid Fund - Regular - Growth,Aditya Birla Sun Life MF,Debt
16473,INV001391,2024-09-15 00:00:00.000000,SIP,2335.0,Madhya Pradesh,Bhopal,B30,36-45,Male,Verified,UTI Mid Cap Fund - Regular - Growth,UTI Mutual Fund,Equity
16474,INV001393,2024-09-15 00:00:00.000000,SIP,11079.0,Punjab,Chandigarh,T30,56+,Male,Pending,Nippon India Gilt Securities Fund - Regular - Growth,Nippon India MF,Debt
16475,INV001587,2024-09-15 00:00:00.000000,SIP,28914.0,Punjab,Chandigarh,T30,26-35,Male,Verified,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
16476,INV001810,2024-09-15 00:00:00.000000,Lumpsum,465049.0,Uttar Pradesh,Kanpur,B30,26-35,Female,Verified,UTI Nifty 50 Index Fund - Regular - Growth,UTI Mutual Fund,Equity
16477,INV001835,2024-09-15 00:00:00.000000,SIP,829.0,Delhi,Noida,T30,26-35,Female,Verified,Nippon India Large Cap Fund - Direct - Growth,Nippon India MF,Equity
16478,INV001924,2024-09-15 00:00:00.000000,SIP,13433.0,Karnataka,Bangalore,T30,18-25,Male,Verified,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
16479,INV001992,2024-09-15 00:00:00.000000,Lumpsum,139852.0,Telangana,Hyderabad,T30,18-25,Male,Verified,ABSL Liquid Fund - Regular - Growth,Aditya Birla Sun Life MF,Debt
16480,INV002092,2024-09-15 00:00:00.000000,SIP,2939.0,Punjab,Amritsar,B30,18-25,Male,Verified,ICICI Pru Value Discovery Fund - Regular - Growth,ICICI Prudential MF,Equity
16481,INV002267,2024-09-15 00:00:00.000000,SIP,15782.0,Haryana,Faridabad,B30,18-25,Male,Verified,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
16482,INV002326,2024-09-15 00:00:00.000000,Redemption,384193.0,Telangana,Hyderabad,T30,36-45,Female,Verified,SBI Small Cap Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
16483,INV002527,2024-09-15 00:00:00.000000,Lumpsum,234041.0,Telangana,Hyderabad,T30,18-25,Male,Verified,HDFC Mid-Cap Opportunities Fund - Direct - Growth,HDFC Mutual Fund,Equity
16484,INV002582,2024-09-15 00:00:00.000000,SIP,5167.0,Telangana,Hyderabad,T30,26-35,Female,Verified,UTI Mid Cap Fund - Regular - Growth,UTI Mutual Fund,Equity
16485,INV002785,2024-09-15 00:00:00.000000,Lumpsum,5566.0,Delhi,Noida,T30,36-45,Male,Verified,SBI Small Cap Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
16486,INV002802,2024-09-15 00:00:00.000000,Lumpsum,256729.0,Gujarat,Surat,T30,36-45,Female,Verified,ICICI Pru Bluechip Fund - Direct - Growth,ICICI Prudential MF,Equity
16487,INV002870,2024-09-15 00:00:00.000000,SIP,438.0,Karnataka,Mysore,B30,26-35,Female,Verified,Axis Bluechip Fund - Direct - Growth,Axis Mutual Fund,Equity
16488,INV003025,2024-09-15 00:00:00.000000,SIP,2475.0,Gujarat,Surat,T30,26-35,Female,Verified,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
16489,INV003109,2024-09-15 00:00:00.000000,SIP,2078.0,Delhi,Gurugram,T30,26-35,Male,Verified,Kotak Flexicap Fund - Regular - Growth,Kotak Mahindra MF,Equity
16490,INV003171,2024-09-15 00:00:00.000000,Lumpsum,437294.0,Rajasthan,Jaipur,T30,36-45,Female,Verified,Nippon India Large Cap Fund - Direct - Growth,Nippon India MF,Equity
16491,INV003232,2024-09-15 00:00:00.000000,Lumpsum,6444.0,Maharashtra,Pune,T30,36-45,Female,Verified,ICICI Pru Value Discovery Fund - Regular - Growth,ICICI Prudential MF,Equity
16492,INV003262,2024-09-15 00:00:00.000000,Redemption,210014.0,Telangana,Hyderabad,T30,46-55,Male,Verified,Nippon India Large Cap Fund - Direct - Growth,Nippon India MF,Equity
16493,INV003282,2024-09-15 00:00:00.000000,Redemption,15540.0,Madhya Pradesh,Bhopal,B30,18-25,Male,Verified,Axis Midcap Fund - Regular - Growth,Axis Mutual Fund,Equity
16494,INV003288,2024-09-15 00:00:00.000000,Redemption,436062.0,Punjab,Chandigarh,T30,56+,Male,Verified,ICICI Pru Bluechip Fund - Direct - Growth,ICICI Prudential MF,Equity
16495,INV003317,2024-09-15 00:00:00.000000,Lumpsum,350196.0,Delhi,New Delhi,T30,18-25,Male,Verified,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund,Equity
16496,INV003389,2024-09-15 00:00:00.000000,SIP,8990.0,Telangana,Hyderabad,T30,26-35,Male,Verified,Axis Midcap Fund - Regular - Growth,Axis Mutual Fund,Equity
16497,INV003599,2024-09-15 00:00:00.000000,SIP,10239.0,Madhya Pradesh,Indore,T30,46-55,Male,Verified,UTI Mid Cap Fund - Regular - Growth,UTI Mutual Fund,Equity
16498,INV003635,2024-09-15 00:00:00.000000,SIP,2306.0,West Bengal,Kolkata,T30,56+,Female,Verified,ICICI Pru Bluechip Fund - Direct - Growth,ICICI Prudential MF,Equity
16499,INV003663,2024-09-15 00:00:00.000000,Redemption,376591.0,Delhi,Gurugram,T30,26-35,Female,Pending,ICICI Pru Value Discovery Fund - Regular - Growth,ICICI Prudential MF,Equity
16500,INV003818,2024-09-15 00:00:00.000000,SIP,1792.0,Gujarat,Surat,T30,36-45,Male,Verified,ABSL Liquid Fund - Regular - Growth,Aditya Birla Sun Life MF,Debt
16501,INV003884,2024-09-15 00:00:00.000000,SIP,1182.0,Rajasthan,Udaipur,B30,18-25,Male,Verified,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
16502,INV004073,2024-09-15 00:00:00.000000,SIP,7662.0,Gujarat,Surat,T30,46-55,Female,Verified,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund,Equity
16503,INV004078,2024-09-15 00:00:00.000000,Lumpsum,141442.0,Delhi,Noida,T30,18-25,Male,Verified,Kotak Bluechip Fund - Regular - Growth,Kotak Mahindra MF,Equity
16504,INV004304,2024-09-15 00:00:00.000000,SIP,911.0,Haryana,Gurugram,T30,18-25,Male,Verified,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
16505,INV004321,2024-09-15 00:00:00.000000,SIP,2790.0,West Bengal,Kolkata,T30,26-35,Male,Pending,Kotak Liquid Fund - Regular - Growth,Kotak Mahindra MF,Debt
16506,INV004392,2024-09-15 00:00:00.000000,SIP,5091.0,West Bengal,Kolkata,T30,18-25,Male,Pending,Mirae Asset Large Cap Fund - Regular - Growth,Mirae Asset MF,Equity
16507,INV004523,2024-09-15 00:00:00.000000,SIP,6411.0,Haryana,Gurugram,T30,26-35,Female,Verified,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,Equity
16508,INV004644,2024-09-15 00:00:00.000000,SIP,5455.0,Maharashtra,Nashik,B30,36-45,Male,Verified,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
16509,INV004679,2024-09-15 00:00:00.000000,SIP,3083.0,Madhya Pradesh,Indore,T30,18-25,Female,Verified,ABSL Liquid Fund - Regular - Growth,Aditya Birla Sun Life MF,Debt
16510,INV004947,2024-09-15 00:00:00.000000,Lumpsum,179123.0,Telangana,Hyderabad,T30,26-35,Female,Verified,SBI Bluechip Fund - Direct Plan - Growth,SBI Mutual Fund,Equity
16511,INV004951,2024-09-15 00:00:00.000000,SIP,17266.0,Karnataka,Mysore,B30,26-35,Female,Verified,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund,Equity
16512,INV004957,2024-09-15 00:00:00.000000,Redemption,353185.0,Delhi,New Delhi,T30,36-45,Male,Verified,ICICI Pru Bluechip Fund - Direct - Growth,ICICI Prudential MF,Equity
16513,INV000112,2024-09-16 00:00:00.000000,SIP,8475.0,Tamil Nadu,Chennai,T30,26-35,Male,Verified,UTI Mid Cap Fund - Regular - Growth,UTI Mutual Fund,Equity
16514,INV000128,2024-09-16 00:00:00.000000,SIP,985.0,Rajasthan,Jaipur,T30,36-45,Female,Verified,UTI Mid Cap Fund - Regular - Growth,UTI Mutual Fund,Equity
16515,INV000262,2024-09-16 00:00:00.000000,SIP,6259.0,Telangana,Hyderabad,T30,36-45,Male,Verified,Axis Midcap Fund - Regular - Growth,Axis Mutual Fund,Equity
16516,INV000670,2024-09-16 00:00:00.000000,SIP,24574.0,Uttar Pradesh,Kanpur,B30,26-35,Male,Verified,Nippon India Small Cap Fund - Regular - Growth,Nippon India MF,Equity
16517,INV000709,2024-09-16 00:00:00.000000,Redemption,173025.0,Telangana,Hyderabad,T30,26-35,Female,Verified,ICICI Pru Midcap Fund - Regular - Growth,ICICI Prudential MF,Equity
16518,INV000917,2024-09-16 00:00:00.000000,Lumpsum,486108.0,Rajasthan,Udaipur,B30,18-25,Male,Verified,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
16519,INV000977,2024-09-16 00:00:00.000000,SIP,4609.0,Karnataka,Mysore,B30,56+,Male,Verified,Nippon India ETF Nifty 50 BeES,Nippon India MF,Equity
16520,INV001008,2024-09-16 00:00:00.000000,SIP,921.0,Rajasthan,Udaipur,B30,46-55,Male,Verified,Axis Bluechip Fund - Direct - Growth,Axis Mutual Fund,Equity
16521,INV001299,2024-09-16 00:00:00.000000,SIP,2204.0,Haryana,Faridabad,B30,26-35,Male,Verified,ICICI Pru Midcap Fund - Regular - Growth,ICICI Prudential MF,Equity
16522,INV001549,2024-09-16 00:00:00.000000,SIP,6159.0,Haryana,Gurugram,T30,36-45,Male,Verified,UTI Nifty 50 Index Fund - Regular - Growth,UTI Mutual Fund,Equity
16523,INV001612,2024-09-16 00:00:00.000000,Lumpsum,332209.0,Haryana,Gurugram,T30,26-35,Female,Verified,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund,Equity
16524,INV001615,2024-09-16 00:00:00.000000,Lumpsum,446314.0,Tamil Nadu,Chennai,T30,26-35,Male,Verified,Kotak Emerging Equity Fund - Regular - Growth,Kotak Mahindra MF,Equity
16525,INV001688,2024-09-16 00:00:00.000000,Redemption,87996.0,Gujarat,Ahmedabad,T30,26-35,Male,Verified,Kotak Emerging Equity Fund - Regular - Growth,Kotak Mahindra MF,Equity
16526,INV001811,2024-09-16 00:00:00.000000,SIP,52959.0,Punjab,Amritsar,B30,18-25,Male,Verified,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
