transaction_id,investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,date_key
17841,INV003024,2024-10-07,119552,SIP,13972,Maharashtra,Pune,T30,36-45,Female,43.1,Cheque,Verified,20241007
17842,INV003035,2024-10-07,119095,SIP,1605,Telangana,Hyderabad,T30,18-25,Male,6.8,Cheque,Verified,20241007
17843,INV003104,2024-10-07,120504,Lumpsum,253172,Uttar Pradesh,Lucknow,T30,26-35,Male,7.8,UPI,Pending,20241007
17844,INV003111,2024-10-07,102885,Lumpsum,294928,Delhi,Gurugram,T30,18-25,Female,5.9,Net Banking,Verified,20241007
17845,INV003117,2024-10-07,120843,SIP,819,Tamil Nadu,Chennai,T30,18-25,Female,6.7,UPI,Verified,20241007
17846,INV003231,2024-10-07,148567,Lumpsum,301198,Haryana,Gurugram,T30,26-35,Male,9.1,UPI,Verified,20241007
17847,INV003388,2024-10-07,120506,Lumpsum,107574,Haryana,Faridabad,B30,56+,Female,39.3,UPI,Verified,20241007
17848,INV003443,2024-10-07,101206,SIP,477,Madhya Pradesh,Bhopal,B30,26-35,Male,16.6,UPI,Verified,20241007
17849,INV003608,2024-10-07,100033,Lumpsum,186543,West Bengal,Kolkata,T30,46-55,Male,59.6,Cheque,Verified,20241007
17850,INV003720,2024-10-07,120844,SIP,9402,Madhya Pradesh,Bhopal,B30,36-45,Female,49.4,Cheque,Pending,20241007
17851,INV003828,2024-10-07,148568,Redemption,365866,Karnataka,Bangalore,T30,18-25,Male,7.6,UPI,Verified,20241007
17852,INV004038,2024-10-07,100016,Redemption,288680,Gujarat,Surat,T30,26-35,Female,24.6,UPI,Verified,20241007
17853,INV004125,2024-10-07,120503,SIP,8243,Gujarat,Surat,T30,26-35,Male,9.4,Mandate,Verified,20241007
17854,INV004134,2024-10-07,100025,Lumpsum,222824,West Bengal,Kolkata,T30,36-45,Male,24.4,Mandate,Verified,20241007
17855,INV004151,2024-10-07,119092,SIP,2863,Karnataka,Mysore,B30,26-35,Male,21.6,Net Banking,Verified,20241007
17856,INV004184,2024-10-07,120503,Lumpsum,154142,Karnataka,Bangalore,T30,26-35,Male,9.9,Net Banking,Verified,20241007
17857,INV004201,2024-10-07,119551,Lumpsum,330253,Telangana,Hyderabad,T30,36-45,Male,20.2,Mandate,Pending,20241007
17858,INV004370,2024-10-07,149323,SIP,2486,Rajasthan,Jaipur,T30,18-25,Male,5.7,Cheque,Verified,20241007
17859,INV004393,2024-10-07,100016,Redemption,451285,Telangana,Hyderabad,T30,26-35,Female,21.5,Mandate,Verified,20241007
17860,INV004407,2024-10-07,120505,Lumpsum,160336,Punjab,Chandigarh,T30,18-25,Male,7.7,Cheque,Verified,20241007
17861,INV004455,2024-10-07,101206,Lumpsum,233243,Telangana,Hyderabad,T30,18-25,Female,3.5,UPI,Verified,20241007
17862,INV004523,2024-10-07,125498,Lumpsum,39629,Haryana,Gurugram,T30,26-35,Female,13.5,UPI,Verified,20241007
17863,INV004579,2024-10-07,102887,Lumpsum,76387,Rajasthan,Jaipur,T30,26-35,Male,18.7,Cheque,Verified,20241007
17864,INV004683,2024-10-07,125497,SIP,11702,Madhya Pradesh,Indore,T30,26-35,Male,14.4,Mandate,Pending,20241007
17865,INV004738,2024-10-07,125497,Redemption,424069,Uttar Pradesh,Kanpur,B30,56+,Female,52.6,Net Banking,Verified,20241007
17866,INV004742,2024-10-07,119552,Redemption,179146,Punjab,Chandigarh,T30,26-35,Male,16.2,Cheque,Pending,20241007
17867,INV004865,2024-10-07,102885,SIP,4358,Maharashtra,Nashik,B30,56+,Male,77.2,Net Banking,Verified,20241007
17868,INV000014,2024-10-08,119120,SIP,46056,Tamil Nadu,Chennai,T30,18-25,Male,4.3,UPI,Verified,20241008
17869,INV000033,2024-10-08,148567,SIP,403,Delhi,New Delhi,T30,36-45,Female,12.4,Mandate,Verified,20241008
17870,INV000194,2024-10-08,125497,Redemption,249474,Maharashtra,Pune,T30,36-45,Male,21.6,Cheque,Verified,20241008
17871,INV000222,2024-10-08,120506,SIP,7971,Maharashtra,Mumbai,T30,36-45,Male,46.7,Mandate,Verified,20241008
17872,INV000288,2024-10-08,125497,Redemption,246393,Telangana,Hyderabad,T30,26-35,Male,10.1,Net Banking,Verified,20241008
17873,INV000566,2024-10-08,120505,Lumpsum,311055,Uttar Pradesh,Agra,B30,36-45,Male,18.2,Net Banking,Pending,20241008
17874,INV000577,2024-10-08,149324,Lumpsum,276650,Delhi,Noida,T30,36-45,Male,20.4,Mandate,Verified,20241008
17875,INV000787,2024-10-08,119551,SIP,58500,West Bengal,Kolkata,T30,46-55,Male,23.7,Mandate,Verified,20241008
17876,INV000843,2024-10-08,119120,Lumpsum,55198,Maharashtra,Mumbai,T30,26-35,Male,10.2,Mandate,Verified,20241008
17877,INV000862,2024-10-08,102886,Lumpsum,417490,Uttar Pradesh,Agra,B30,26-35,Female,24.4,Mandate,Verified,20241008
17878,INV000874,2024-10-08,102885,Redemption,104943,Tamil Nadu,Chennai,T30,56+,Male,19.1,Cheque,Verified,20241008
17879,INV000972,2024-10-08,148567,SIP,7553,Telangana,Hyderabad,T30,18-25,Female,5.9,Mandate,Verified,20241008
17880,INV001019,2024-10-08,118634,Lumpsum,248654,Madhya Pradesh,Indore,T30,26-35,Male,10.6,Cheque,Verified,20241008
17881,INV001020,2024-10-08,120504,SIP,51095,Maharashtra,Mumbai,T30,26-35,Female,13.5,Cheque,Verified,20241008
17882,INV001083,2024-10-08,101206,SIP,51436,Gujarat,Ahmedabad,T30,46-55,Male,16.4,Cheque,Verified,20241008
17883,INV001257,2024-10-08,149324,SIP,16474,Punjab,Chandigarh,T30,26-35,Female,6.3,Net Banking,Verified,20241008
17884,INV001660,2024-10-08,120504,Lumpsum,250611,Karnataka,Bangalore,T30,18-25,Female,6.4,UPI,Verified,20241008
17885,INV001831,2024-10-08,125497,SIP,7201,Madhya Pradesh,Indore,T30,18-25,Female,4.3,Mandate,Verified,20241008
17886,INV001871,2024-10-08,119120,Lumpsum,260523,Delhi,Gurugram,T30,56+,Male,13.9,Cheque,Verified,20241008
17887,INV001902,2024-10-08,119552,Redemption,61262,Punjab,Chandigarh,T30,46-55,Female,22.2,Cheque,Verified,20241008
17888,INV001913,2024-10-08,148568,SIP,12033,Tamil Nadu,Chennai,T30,26-35,Female,11.8,UPI,Verified,20241008
17889,INV001998,2024-10-08,119120,Redemption,504586,Haryana,Faridabad,B30,26-35,Male,19.2,Mandate,Verified,20241008
17890,INV002255,2024-10-08,102887,SIP,2101,Rajasthan,Jaipur,T30,26-35,Male,24.0,Net Banking,Verified,20241008
17891,INV002347,2024-10-08,101208,SIP,10578,Delhi,New Delhi,T30,26-35,Female,6.5,Net Banking,Pending,20241008
17892,INV002361,2024-10-08,119095,SIP,2781,Gujarat,Surat,T30,36-45,Male,59.3,Mandate,Verified,20241008
17893,INV002485,2024-10-08,119092,SIP,46014,Karnataka,Mysore,B30,46-55,Female,70.2,Net Banking,Verified,20241008
17894,INV002632,2024-10-08,119120,SIP,17093,Tamil Nadu,Chennai,T30,26-35,Female,14.1,UPI,Verified,20241008
17895,INV002732,2024-10-08,120504,Redemption,276407,Uttar Pradesh,Lucknow,T30,18-25,Male,4.5,Mandate,Verified,20241008
17896,INV002868,2024-10-08,118634,SIP,12400,Gujarat,Ahmedabad,T30,26-35,Female,24.7,Mandate,Verified,20241008
17897,INV002996,2024-10-08,119093,SIP,1617,Madhya Pradesh,Bhopal,B30,26-35,Male,20.7,UPI,Verified,20241008
17898,INV003103,2024-10-08,149324,SIP,10694,Tamil Nadu,Coimbatore,B30,36-45,Female,55.8,UPI,Verified,20241008
17899,INV003294,2024-10-08,118635,Redemption,96837,Madhya Pradesh,Bhopal,B30,26-35,Female,11.1,UPI,Verified,20241008
17900,INV003416,2024-10-08,120505,Lumpsum,39429,West Bengal,Kolkata,T30,26-35,Male,22.3,UPI,Pending,20241008
17901,INV003661,2024-10-08,102887,Lumpsum,310136,Delhi,Noida,T30,18-25,Female,6.4,Net Banking,Verified,20241008
17902,INV003699,2024-10-08,119092,SIP,23614,Uttar Pradesh,Agra,B30,26-35,Male,19.7,UPI,Verified,20241008
17903,INV003909,2024-10-08,118635,SIP,23417,Haryana,Gurugram,T30,46-55,Male,29.1,UPI,Verified,20241008
17904,INV003946,2024-10-08,120504,SIP,3477,Karnataka,Mysore,B30,26-35,Female,9.2,UPI,Verified,20241008
17905,INV004016,2024-10-08,119094,SIP,957,Delhi,New Delhi,T30,36-45,Male,21.0,Mandate,Verified,20241008
17906,INV004328,2024-10-08,101207,Redemption,161451,Telangana,Hyderabad,T30,26-35,Female,12.8,Net Banking,Verified,20241008
17907,INV004366,2024-10-08,100033,Lumpsum,168590,Delhi,New Delhi,T30,46-55,Female,81.1,Net Banking,Verified,20241008
17908,INV004392,2024-10-08,120843,SIP,53525,West Bengal,Kolkata,T30,18-25,Male,6.7,Cheque,Verified,20241008
17909,INV004457,2024-10-08,118635,Redemption,228115,Telangana,Hyderabad,T30,18-25,Male,6.7,UPI,Verified,20241008
17910,INV004467,2024-10-08,120843,SIP,8873,Tamil Nadu,Chennai,T30,46-55,Male,52.4,Mandate,Verified,20241008
17911,INV004467,2024-10-08,149323,Lumpsum,288821,Tamil Nadu,Chennai,T30,46-55,Male,52.4,Mandate,Verified,20241008
17912,INV004513,2024-10-08,100025,Lumpsum,155870,Karnataka,Mysore,B30,36-45,Female,16.9,Cheque,Verified,20241008
17913,INV004669,2024-10-08,119599,SIP,928,Punjab,Chandigarh,T30,26-35,Male,8.6,Mandate,Verified,20241008
17914,INV004695,2024-10-08,119094,Lumpsum,59865,Gujarat,Ahmedabad,T30,26-35,Female,14.3,Cheque,Verified,20241008
17915,INV004797,2024-10-08,119092,Lumpsum,507180,Gujarat,Ahmedabad,T30,56+,Male,18.9,Cheque,Verified,20241008
17916,INV004829,2024-10-08,119093,SIP,17191,Madhya Pradesh,Indore,T30,26-35,Male,21.8,Mandate,Verified,20241008
17917,INV004837,2024-10-08,119599,SIP,2352,Punjab,Amritsar,B30,18-25,Male,5.7,UPI,Verified,20241008
17918,INV004865,2024-10-08,149322,Redemption,107405,Maharashtra,Nashik,B30,56+,Male,77.2,Net Banking,Verified,20241008
17919,INV004949,2024-10-08,120843,Lumpsum,275128,Delhi,Gurugram,T30,26-35,Male,11.3,Net Banking,Verified,20241008
17920,INV004960,2024-10-08,101208,SIP,1848,Uttar Pradesh,Kanpur,B30,26-35,Male,20.1,Cheque,Verified,20241008
17921,INV000055,2024-10-09,102885,SIP,8149,Karnataka,Bangalore,T30,26-35,Male,13.5,Cheque,Verified,20241009
17922,INV000086,2024-10-09,119552,Lumpsum,537497,Karnataka,Mysore,B30,18-25,Female,4.1,Net Banking,Verified,20241009
17923,INV000237,2024-10-09,149322,SIP,4141,Delhi,Gurugram,T30,36-45,Male,43.0,Net Banking,Verified,20241009
17924,INV000315,2024-10-09,119094,SIP,979,Telangana,Hyderabad,T30,18-25,Male,3.2,UPI,Verified,20241009
17925,INV000329,2024-10-09,100016,SIP,557,Tamil Nadu,Chennai,T30,18-25,Male,6.5,Cheque,Verified,20241009
17926,INV000346,2024-10-09,100033,Redemption,105173,Haryana,Faridabad,B30,26-35,Male,22.0,Net Banking,Verified,20241009
17927,INV000463,2024-10-09,119120,Redemption,257964,Gujarat,Ahmedabad,T30,26-35,Male,8.9,Mandate,Verified,20241009
17928,INV000597,2024-10-09,125498,SIP,7081,Gujarat,Surat,T30,46-55,Male,48.6,UPI,Verified,20241009
17929,INV000603,2024-10-09,119599,SIP,6778,West Bengal,Kolkata,T30,26-35,Male,17.3,Cheque,Verified,20241009
17930,INV000709,2024-10-09,120507,Lumpsum,402137,Telangana,Hyderabad,T30,26-35,Female,13.6,UPI,Verified,20241009
17931,INV000724,2024-10-09,119094,Lumpsum,431670,Uttar Pradesh,Kanpur,B30,46-55,Male,78.7,Cheque,Verified,20241009
17932,INV000945,2024-10-09,119093,SIP,48475,Telangana,Hyderabad,T30,36-45,Female,13.4,UPI,Verified,20241009
17933,INV000997,2024-10-09,149324,SIP,2130,Rajasthan,Udaipur,B30,26-35,Male,17.8,Mandate,Pending,20241009
17934,INV001116,2024-10-09,100033,SIP,2345,Haryana,Faridabad,B30,36-45,Male,17.8,Net Banking,Verified,20241009
17935,INV001128,2024-10-09,100025,SIP,15981,West Bengal,Kolkata,T30,36-45,Female,43.2,UPI,Pending,20241009
17936,INV001186,2024-10-09,118633,Lumpsum,295376,Maharashtra,Pune,T30,26-35,Male,19.8,Net Banking,Verified,20241009
17937,INV001195,2024-10-09,120504,Redemption,221783,Gujarat,Surat,T30,26-35,Male,6.4,Mandate,Verified,20241009
17938,INV001209,2024-10-09,119092,Redemption,42989,West Bengal,Kolkata,T30,46-55,Female,45.8,Mandate,Verified,20241009
17939,INV001223,2024-10-09,102886,SIP,11240,Punjab,Amritsar,B30,56+,Male,46.0,Net Banking,Pending,20241009
17940,INV001272,2024-10-09,120506,Lumpsum,389870,Gujarat,Ahmedabad,T30,18-25,Male,5.3,Mandate,Verified,20241009
17941,INV001329,2024-10-09,100033,SIP,2599,Punjab,Amritsar,B30,36-45,Female,37.2,UPI,Verified,20241009
17942,INV001346,2024-10-09,102885,SIP,45865,Gujarat,Surat,T30,18-25,Male,5.7,UPI,Verified,20241009
17943,INV001348,2024-10-09,120507,SIP,1154,Haryana,Gurugram,T30,26-35,Female,8.6,Net Banking,Verified,20241009
17944,INV001556,2024-10-09,119095,SIP,7447,Maharashtra,Nashik,B30,18-25,Male,3.3,UPI,Verified,20241009
17945,INV001629,2024-10-09,120842,Lumpsum,41128,Madhya Pradesh,Indore,T30,26-35,Male,15.0,UPI,Verified,20241009
17946,INV001720,2024-10-09,102887,SIP,11857,Karnataka,Mysore,B30,36-45,Male,43.6,UPI,Verified,20241009
17947,INV001784,2024-10-09,100033,Redemption,490523,Madhya Pradesh,Bhopal,B30,26-35,Male,15.5,UPI,Verified,20241009
17948,INV001794,2024-10-09,118636,Lumpsum,354217,Haryana,Gurugram,T30,26-35,Male,23.2,UPI,Verified,20241009
17949,INV001833,2024-10-09,119095,SIP,5286,Karnataka,Bangalore,T30,36-45,Female,28.4,Mandate,Verified,20241009
17950,INV001979,2024-10-09,100016,SIP,1145,Maharashtra,Pune,T30,26-35,Male,12.2,UPI,Verified,20241009
17951,INV002017,2024-10-09,119095,SIP,4488,Karnataka,Mysore,B30,26-35,Female,15.0,Mandate,Verified,20241009
17952,INV002056,2024-10-09,119093,SIP,20205,Madhya Pradesh,Bhopal,B30,18-25,Female,3.4,Cheque,Verified,20241009
17953,INV002267,2024-10-09,101208,SIP,1158,Haryana,Faridabad,B30,18-25,Male,4.7,Net Banking,Verified,20241009
17954,INV002394,2024-10-09,119093,SIP,5452,Delhi,Gurugram,T30,46-55,Male,84.9,Cheque,Verified,20241009
17955,INV002427,2024-10-09,118635,Redemption,358419,Karnataka,Mysore,B30,18-25,Female,6.5,Cheque,Verified,20241009
17956,INV002469,2024-10-09,118634,SIP,1670,Tamil Nadu,Chennai,T30,26-35,Female,12.3,Cheque,Verified,20241009
17957,INV002535,2024-10-09,119095,SIP,5056,Rajasthan,Udaipur,B30,36-45,Male,22.6,Net Banking,Pending,20241009
17958,INV002671,2024-10-09,120841,Redemption,21912,Madhya Pradesh,Indore,T30,18-25,Male,6.3,UPI,Verified,20241009
17959,INV002751,2024-10-09,149323,SIP,992,Delhi,New Delhi,T30,36-45,Male,45.4,Mandate,Verified,20241009
17960,INV002829,2024-10-09,119093,SIP,1774,West Bengal,Kolkata,T30,26-35,Male,6.1,Net Banking,Verified,20241009
17961,INV002854,2024-10-09,101207,SIP,2992,Rajasthan,Jaipur,T30,26-35,Female,8.9,Cheque,Verified,20241009
17962,INV003079,2024-10-09,120503,Lumpsum,13656,Gujarat,Surat,T30,26-35,Male,8.5,Mandate,Verified,20241009
17963,INV003212,2024-10-09,120842,Lumpsum,127215,West Bengal,Kolkata,T30,26-35,Male,17.2,Cheque,Verified,20241009
17964,INV003614,2024-10-09,119120,SIP,2294,Maharashtra,Mumbai,T30,26-35,Male,13.3,Mandate,Verified,20241009
17965,INV003642,2024-10-09,118635,SIP,4376,Haryana,Faridabad,B30,18-25,Male,3.1,UPI,Verified,20241009
17966,INV003643,2024-10-09,149324,Redemption,7620,Telangana,Hyderabad,T30,36-45,Male,48.4,Net Banking,Verified,20241009
17967,INV003830,2024-10-09,149324,SIP,48860,Punjab,Amritsar,B30,26-35,Male,17.6,UPI,Verified,20241009
17968,INV003847,2024-10-09,101207,SIP,986,Telangana,Hyderabad,T30,26-35,Male,19.7,UPI,Verified,20241009
17969,INV003867,2024-10-09,120504,Lumpsum,197848,Punjab,Amritsar,B30,18-25,Male,4.4,Mandate,Verified,20241009
17970,INV004342,2024-10-09,148568,SIP,3201,Tamil Nadu,Coimbatore,B30,46-55,Female,22.1,Mandate,Verified,20241009
17971,INV004345,2024-10-09,120844,SIP,1963,West Bengal,Kolkata,T30,36-45,Female,33.3,UPI,Verified,20241009
17972,INV004367,2024-10-09,120844,SIP,47092,Karnataka,Mysore,B30,26-35,Female,8.3,UPI,Verified,20241009
17973,INV004594,2024-10-09,119598,SIP,3317,Haryana,Gurugram,T30,26-35,Female,9.8,Mandate,Verified,20241009
17974,INV004731,2024-10-09,148568,SIP,46782,Punjab,Amritsar,B30,26-35,Male,17.6,UPI,Verified,20241009
17975,INV004741,2024-10-09,101208,SIP,2011,Telangana,Hyderabad,T30,26-35,Female,24.9,Net Banking,Verified,20241009
17976,INV004741,2024-10-09,120844,SIP,52907,Telangana,Hyderabad,T30,26-35,Female,24.9,Mandate,Verified,20241009
17977,INV004806,2024-10-09,148567,SIP,14042,Madhya Pradesh,Indore,T30,18-25,Male,7.4,Cheque,Verified,20241009
17978,INV004844,2024-10-09,100033,Lumpsum,190865,Maharashtra,Pune,T30,26-35,Male,15.7,Cheque,Verified,20241009
17979,INV000076,2024-10-10,148568,Redemption,176062,Gujarat,Ahmedabad,T30,56+,Female,67.1,Net Banking,Verified,20241010
17980,INV000267,2024-10-10,118633,Redemption,285756,Telangana,Hyderabad,T30,26-35,Male,17.7,Cheque,Verified,20241010
17981,INV000352,2024-10-10,101208,Lumpsum,171197,Tamil Nadu,Chennai,T30,46-55,Male,21.1,Cheque,Verified,20241010
17982,INV000393,2024-10-10,118633,SIP,410,Maharashtra,Mumbai,T30,36-45,Male,53.1,Net Banking,Verified,20241010
17983,INV000396,2024-10-10,148569,Lumpsum,16646,Rajasthan,Jaipur,T30,46-55,Male,38.5,Mandate,Verified,20241010
17984,INV000491,2024-10-10,102885,Redemption,307072,Madhya Pradesh,Indore,T30,56+,Male,58.2,Mandate,Verified,20241010
17985,INV000527,2024-10-10,120844,SIP,26775,Telangana,Hyderabad,T30,26-35,Male,12.1,Mandate,Verified,20241010
17986,INV000719,2024-10-10,119551,SIP,2827,Tamil Nadu,Coimbatore,B30,18-25,Male,6.8,Cheque,Verified,20241010
17987,INV000785,2024-10-10,148569,SIP,551,Tamil Nadu,Chennai,T30,36-45,Male,31.1,Cheque,Verified,20241010
17988,INV000933,2024-10-10,101207,Lumpsum,259390,Rajasthan,Jaipur,T30,36-45,Female,14.9,UPI,Verified,20241010
17989,INV000983,2024-10-10,101206,SIP,8324,Telangana,Hyderabad,T30,36-45,Male,33.5,Mandate,Verified,20241010
17990,INV001009,2024-10-10,148567,Redemption,221732,Punjab,Chandigarh,T30,26-35,Male,21.2,Net Banking,Verified,20241010
17991,INV001021,2024-10-10,102887,Lumpsum,288788,Maharashtra,Mumbai,T30,56+,Male,50.5,Mandate,Verified,20241010
17992,INV001049,2024-10-10,120505,Redemption,430387,Madhya Pradesh,Indore,T30,36-45,Female,52.5,UPI,Pending,20241010
17993,INV001262,2024-10-10,120505,SIP,25095,Karnataka,Bangalore,T30,26-35,Male,14.0,Cheque,Verified,20241010
17994,INV001316,2024-10-10,118636,SIP,2323,Punjab,Chandigarh,T30,18-25,Male,7.3,Mandate,Verified,20241010
17995,INV001480,2024-10-10,118635,Redemption,203199,West Bengal,Kolkata,T30,18-25,Male,3.1,Mandate,Verified,20241010
17996,INV001573,2024-10-10,102886,SIP,3293,Tamil Nadu,Coimbatore,B30,26-35,Male,20.7,Cheque,Verified,20241010
17997,INV001644,2024-10-10,102887,SIP,27591,Madhya Pradesh,Bhopal,B30,18-25,Female,6.7,Cheque,Verified,20241010
17998,INV001850,2024-10-10,148567,SIP,7053,Uttar Pradesh,Kanpur,B30,26-35,Male,17.1,Net Banking,Verified,20241010
17999,INV001866,2024-10-10,118632,SIP,7778,Telangana,Hyderabad,T30,36-45,Female,33.9,Cheque,Verified,20241010
18000,INV001874,2024-10-10,118633,SIP,8610,Telangana,Hyderabad,T30,36-45,Male,21.3,UPI,Verified,20241010
18001,INV001989,2024-10-10,119599,SIP,2161,Telangana,Hyderabad,T30,36-45,Female,17.8,UPI,Verified,20241010
18002,INV002039,2024-10-10,119598,Lumpsum,296477,Madhya Pradesh,Bhopal,B30,46-55,Male,17.3,Net Banking,Verified,20241010
18003,INV002122,2024-10-10,149324,SIP,2275,Gujarat,Ahmedabad,T30,46-55,Male,46.3,Cheque,Pending,20241010
18004,INV002152,2024-10-10,119094,SIP,585,Tamil Nadu,Coimbatore,B30,46-55,Male,69.8,Cheque,Verified,20241010
18005,INV002225,2024-10-10,119094,Lumpsum,384659,Punjab,Amritsar,B30,46-55,Male,86.2,Cheque,Verified,20241010
18006,INV002324,2024-10-10,102886,Redemption,299253,Karnataka,Bangalore,T30,26-35,Male,16.2,Cheque,Verified,20241010
18007,INV002382,2024-10-10,118632,SIP,2234,Maharashtra,Mumbai,T30,26-35,Male,18.5,Cheque,Pending,20241010
18008,INV002598,2024-10-10,148569,SIP,2675,Uttar Pradesh,Lucknow,T30,26-35,Male,14.6,Cheque,Verified,20241010
18009,INV002726,2024-10-10,119095,SIP,3153,Gujarat,Ahmedabad,T30,36-45,Male,16.9,Cheque,Verified,20241010
18010,INV002743,2024-10-10,149324,SIP,2873,Haryana,Gurugram,T30,56+,Male,49.8,Mandate,Verified,20241010
18011,INV003134,2024-10-10,120843,SIP,21217,Telangana,Hyderabad,T30,36-45,Female,41.3,Cheque,Verified,20241010
18012,INV003167,2024-10-10,118634,Lumpsum,165541,Telangana,Hyderabad,T30,26-35,Male,19.8,Cheque,Verified,20241010
18013,INV003332,2024-10-10,118636,SIP,2064,Uttar Pradesh,Kanpur,B30,46-55,Male,83.2,Mandate,Verified,20241010
18014,INV003381,2024-10-10,119095,Redemption,130293,Madhya Pradesh,Indore,T30,36-45,Female,12.1,UPI,Verified,20241010
18015,INV003463,2024-10-10,125497,SIP,2036,Uttar Pradesh,Kanpur,B30,26-35,Male,14.1,Cheque,Pending,20241010
18016,INV003710,2024-10-10,118636,SIP,29357,Rajasthan,Udaipur,B30,26-35,Male,19.6,Net Banking,Pending,20241010
18017,INV003751,2024-10-10,120504,SIP,17365,Delhi,New Delhi,T30,26-35,Male,14.1,UPI,Verified,20241010
18018,INV003791,2024-10-10,102886,Redemption,9228,Tamil Nadu,Coimbatore,B30,46-55,Male,77.4,UPI,Verified,20241010
18019,INV003817,2024-10-10,120505,SIP,14258,Gujarat,Surat,T30,26-35,Male,9.0,UPI,Verified,20241010
18020,INV003829,2024-10-10,119095,SIP,1162,Punjab,Amritsar,B30,36-45,Male,55.6,Cheque,Verified,20241010
18021,INV003832,2024-10-10,102886,Redemption,59013,Karnataka,Mysore,B30,46-55,Male,34.4,UPI,Verified,20241010
18022,INV004019,2024-10-10,125497,SIP,54340,Tamil Nadu,Chennai,T30,26-35,Male,20.9,Cheque,Verified,20241010
18023,INV004035,2024-10-10,120507,Lumpsum,369218,Gujarat,Ahmedabad,T30,26-35,Male,12.2,Mandate,Verified,20241010
18024,INV004047,2024-10-10,125498,Lumpsum,249705,Madhya Pradesh,Indore,T30,26-35,Male,15.0,Mandate,Verified,20241010
18025,INV004053,2024-10-10,120843,Lumpsum,287613,Tamil Nadu,Chennai,T30,26-35,Male,20.8,Mandate,Verified,20241010
18026,INV004102,2024-10-10,125498,Lumpsum,288324,Tamil Nadu,Coimbatore,B30,26-35,Female,6.6,Cheque,Verified,20241010
18027,INV004179,2024-10-10,148569,Redemption,344126,Maharashtra,Pune,T30,26-35,Female,19.3,Mandate,Verified,20241010
18028,INV004274,2024-10-10,120504,Lumpsum,390122,Rajasthan,Udaipur,B30,26-35,Male,20.4,UPI,Verified,20241010
18029,INV004284,2024-10-10,118634,SIP,7421,Rajasthan,Udaipur,B30,36-45,Male,40.7,Cheque,Pending,20241010
18030,INV004427,2024-10-10,100016,Redemption,221765,Punjab,Amritsar,B30,36-45,Female,54.2,Mandate,Verified,20241010
18031,INV004475,2024-10-10,102887,SIP,3248,Punjab,Amritsar,B30,26-35,Male,18.2,Net Banking,Verified,20241010
18032,INV004481,2024-10-10,119551,SIP,1087,Rajasthan,Jaipur,T30,46-55,Male,60.1,UPI,Verified,20241010
18033,INV004484,2024-10-10,120843,Lumpsum,211686,Punjab,Amritsar,B30,46-55,Male,61.9,Cheque,Verified,20241010
18034,INV004568,2024-10-10,102885,SIP,848,Karnataka,Mysore,B30,18-25,Male,7.3,Mandate,Verified,20241010
18035,INV004608,2024-10-10,149322,SIP,15511,Karnataka,Bangalore,T30,26-35,Female,23.3,Cheque,Verified,20241010
18036,INV004638,2024-10-10,118635,SIP,15507,Delhi,New Delhi,T30,26-35,Male,6.3,Mandate,Verified,20241010
18037,INV004641,2024-10-10,148567,SIP,2324,Haryana,Faridabad,B30,56+,Male,42.4,Cheque,Verified,20241010
18038,INV004796,2024-10-10,118632,SIP,1719,Delhi,Noida,T30,18-25,Male,4.6,Cheque,Verified,20241010
18039,INV000005,2024-10-11,120504,SIP,48844,Punjab,Amritsar,B30,26-35,Female,10.4,Net Banking,Pending,20241011
18040,INV000045,2024-10-11,100016,Lumpsum,300202,Uttar Pradesh,Lucknow,T30,36-45,Male,26.2,UPI,Verified,20241011
18041,INV000108,2024-10-11,120505,SIP,2781,Uttar Pradesh,Agra,B30,36-45,Male,26.2,Net Banking,Verified,20241011
18042,INV000112,2024-10-11,120843,SIP,2276,Tamil Nadu,Chennai,T30,26-35,Male,20.5,Mandate,Verified,20241011
18043,INV000227,2024-10-11,101207,SIP,22657,Haryana,Gurugram,T30,36-45,Male,29.1,UPI,Verified,20241011
18044,INV000279,2024-10-11,125498,SIP,24953,Gujarat,Ahmedabad,T30,26-35,Male,12.4,Net Banking,Verified,20241011
18045,INV000369,2024-10-11,149324,SIP,7764,Delhi,Gurugram,T30,26-35,Male,20.7,UPI,Verified,20241011
18046,INV000456,2024-10-11,102887,SIP,2282,Karnataka,Mysore,B30,26-35,Male,17.2,UPI,Verified,20241011
18047,INV000499,2024-10-11,148568,SIP,2002,Delhi,New Delhi,T30,36-45,Female,59.5,Net Banking,Verified,20241011
18048,INV000514,2024-10-11,119599,Lumpsum,372097,West Bengal,Kolkata,T30,36-45,Male,43.2,UPI,Verified,20241011
18049,INV000548,2024-10-11,120504,Redemption,356367,Karnataka,Mysore,B30,36-45,Male,53.2,Cheque,Verified,20241011
18050,INV000666,2024-10-11,102885,SIP,6297,Maharashtra,Mumbai,T30,36-45,Male,49.7,Net Banking,Verified,20241011
18051,INV000719,2024-10-11,102885,Lumpsum,234939,Tamil Nadu,Coimbatore,B30,18-25,Male,6.8,Cheque,Verified,20241011
18052,INV000722,2024-10-11,102885,Redemption,164713,Punjab,Chandigarh,T30,26-35,Female,8.1,Net Banking,Verified,20241011
18053,INV000726,2024-10-11,100033,Lumpsum,263169,Punjab,Chandigarh,T30,26-35,Male,21.1,Net Banking,Verified,20241011
